pincode,district_lgd_code,lat,lng
641008,569,10.911700,76.971667
641009,569,10.874500,76.975600
641010,569,10.963983,76.878817
641011,569,11.017900,76.969300
641012,569,11.026500,76.959200
641013,569,11.017900,76.969300
641014,569,11.017900,76.969300
641015,569,11.017900,76.969300
641016,569,11.047580,77.080800
641017,569,11.082300,76.916400
641018,569,11.017900,76.969300
641019,569,11.017900,76.969300
641020,569,11.152600,76.951600
641021,569,11.076600,76.971000
641022,569,11.118400,76.969000
641023,569,10.958800,76.992400
641024,569,11.076600,76.971000
641025,569,11.076600,76.971000
641026,569,11.076600,76.971000
641027,569,11.076600,76.971000
641028,569,11.076600,76.971000
641029,569,11.076600,76.971000
641030,569,10.874500,76.975600
641031,569,11.117300,76.936300
641032,569,10.842300,77.007900
641033,569,10.874500,76.975600
641034,569,11.081600,76.944600
641035,569,10.940167,76.989500
641036,569,11.117300,77.048800
641037,569,10.874500,76.975600
641038,569,10.874500,76.975600
641039,569,10.874500,76.975600
641040,569,10.911100,77.041500
641041,569,10.880000,77.153900
641042,569,10.942100,76.929000
641043,569,10.911100,77.041500
641044,569,10.911100,77.041500
641045,569,10.911100,77.041500
641046,569,10.911100,77.041500
641047,569,10.911100,77.041500
641048,569,10.911100,77.041500
641049,569,10.911100,77.041500
641050,569,11.005100,77.095600
641062,569,11.012875,77.056750
641101,569,10.887617,76.944667
641103,569,11.017800,77.062900
641104,569,11.245600,76.948211
641105,569,10.905700,76.963400
641107,569,10.895591,76.954873
641108,569,11.116200,76.754900
641109,569,10.926389,76.851522
641110,569,11.162300,76.997300
641111,569,10.977500,77.026000
641112,569,10.891100,76.908700
641113,569,10.976417,76.931683
641114,569,10.956200,76.759400
641201,569,10.906625,77.055825
641202,569,10.834400,77.088425
641301,569,10.874500,76.975600
641302,569,11.321400,77.005200
641305,569,10.957760,76.965300
641401,634,10.874500,76.975600
641402,569,11.024300,77.125700
641407,569,11.086600,77.114600
641601,634,10.874500,76.975600
641602,634,10.874500,76.975600
641603,634,10.874500,76.975600
641604,634,10.896157,77.050386
641605,634,11.355025,77.304625
641606,634,10.855943,77.148743
641607,634,11.034675,77.085275
641652,634,10.874500,76.975600
641653,569,10.931157,76.986771
641654,634,10.883769,76.984425
641655,634,10.874500,76.975600
641658,634,10.916012,77.107888
641659,569,11.176187,77.124800
641662,634,10.874500,76.975600
641663,634,10.874500,76.975600
641664,634,10.895754,76.981777
641665,634,10.874500,76.975600
641666,634,10.874500,76.975600
641667,634,10.874500,76.975600
641668,569,11.084500,77.189100
641669,569,10.904611,77.017089
641670,634,11.051240,77.100280
641671,634,10.871940,77.002770
641687,634,10.874500,76.975600
641697,569,10.874500,76.975600
642001,569,10.649800,77.000000
642002,569,10.681900,76.996514
642003,569,10.642633,77.064700
642004,569,10.623700,76.963100
642005,569,10.690300,76.907500
642006,569,10.649800,77.000000
642007,569,10.649800,77.000000
642101,569,10.874500,76.975600
642102,634,10.874500,76.975600
642103,569,10.874500,76.975600
642104,569,10.583000,76.934400
642105,569,10.874500,76.975600
642106,569,10.874500,76.975600
642107,569,10.618220,77.134080
642108,569,10.874500,76.975600
642109,569,10.874500,76.975600
642110,569,11.029900,76.963212
642111,634,11.029900,76.963200
642112,634,11.029900,76.963200
642113,634,10.869875,77.177400
642114,569,11.029900,76.963200
642117,569,11.029900,76.963200
642120,634,10.834683,77.124542
642122,634,10.874500,76.975600
642123,569,10.990800,76.841800
642125,569,10.745600,77.103800
642126,634,10.745600,77.103800
642127,569,10.326900,76.951200
642128,634,10.745600,77.103800
642129,569,10.745600,77.103800
642130,569,10.697000,76.944150
642132,634,10.519500,76.912700
642133,569,10.494733,76.874367
642134,569,10.569100,76.989400
642154,634,10.874500,76.975600
642201,634,10.866817,76.988817
642202,634,10.793686,77.135214
642203,634,10.901813,76.998150
642204,634,10.874500,76.975600
642205,634,10.762160,77.055960
642206,634,11.130780,77.151080
642207,634,10.874500,76.975600
643001,587,11.416700,76.686300
643002,587,11.462400,76.776900
643003,587,11.331900,76.663000
643004,587,11.381187,76.664100
643005,587,11.471817,76.674717
643006,587,11.416700,76.686300
643007,587,11.416700,76.686300
643101,587,11.455900,76.641900
643102,587,11.446733,76.650467
643103,587,11.379100,76.812000
643105,587,11.455900,76.641900
643201,587,11.469500,76.552300
643202,587,11.363200,76.757900
643203,587,11.469500,76.552300
643204,587,11.469500,76.552300
643205,587,11.512900,76.278100
643206,587,11.458500,76.732700
643207,587,11.543700,76.440400
643209,587,11.469500,76.552300
643211,587,11.471927,76.611673
643212,587,11.473100,76.379400
643213,587,11.414600,76.856200
643214,587,11.414600,76.856200
643215,587,11.400000,76.700000
643216,587,11.451600,76.929700
643217,587,11.464000,76.872907
643218,587,11.286400,76.741800
643219,587,11.271100,76.642900
643220,587,11.533800,76.536100
643221,587,11.533800,76.536100
643223,587,11.568200,76.647100
643224,587,11.480800,76.543700
643225,587,11.552400,76.417600
643226,587,11.533800,76.536100
643228,587,11.533800,76.536100
643231,587,11.365500,76.784400
643233,587,11.490800,76.339200
643236,587,11.414400,76.927700
643237,587,11.423600,76.683800
643238,587,11.423600,76.683800
643239,587,11.423600,76.683800
643240,587,11.565900,76.370800
643241,587,11.434400,76.683100
643242,587,11.359800,76.933700
643243,587,11.377600,76.744600
643253,587,11.441200,76.727700
